"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","British Columbia [59]","2016A000259","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44351288","36.58.12","0.00","","","","2"
"2018","British Columbia [59]","2016A000259","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44351288","36.58.12","0.33","","","","2"
"2019","British Columbia [59]","2016A000259","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44351288","36.58.12","0.00","","","","2"
"2020","British Columbia [59]","2016A000259","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44351288","36.58.12","0.33","","","","2"
"2021","British Columbia [59]","2016A000259","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44351288","36.58.12","0.00","","","","2"
"2011","British Columbia [59]","2016A000259","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53097533","36.58.13","0","","","","0"
"2012","British Columbia [59]","2016A000259","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53097533","36.58.13","0","","","","0"
"2013","British Columbia [59]","2016A000259","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53097533","36.58.13","0","","","","0"
"2014","British Columbia [59]","2016A000259","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53097533","36.58.13","0","","","","0"
"2015","British Columbia [59]","2016A000259","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53097533","36.58.13","0","","","","0"
"2016","British Columbia [59]","2016A000259","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53097533","36.58.13","0","","","","0"
"2017","British Columbia [59]","2016A000259","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53097533","36.58.13","0","","","","0"
"2018","British Columbia [59]","2016A000259","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53097533","36.58.13","0","","","","0"
"2019","British Columbia [59]","2016A000259","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53097533","36.58.13","0","","","","0"
"2020","British Columbia [59]","2016A000259","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53097533","36.58.13","0","","","","0"
"2021","British Columbia [59]","2016A000259","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53097533","36.58.13","0","","","","0"
"2011","British Columbia [59]","2016A000259","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53097534","36.58.14","0.00","","","","2"
"2012","British Columbia [59]","2016A000259","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53097534","36.58.14","0.00","","","","2"
"2013","British Columbia [59]","2016A000259","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53097534","36.58.14","0.00","","","","2"
"2014","British Columbia [59]","2016A000259","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53097534","36.58.14","0.00","","","","2"
"2015","British Columbia [59]","2016A000259","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53097534","36.58.14","0.00","","","","2"
"2016","British Columbia [59]","2016A000259","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53097534","36.58.14","0.00","","","","2"
"2017","British Columbia [59]","2016A000259","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53097534","36.58.14","0.00","","","","2"
"2018","British Columbia [59]","2016A000259","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53097534","36.58.14","0.00","","","","2"
"2019","British Columbia [59]","2016A000259","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53097534","36.58.14","0.00","","","","2"
"2020","British Columbia [59]","2016A000259","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53097534","36.58.14","0.00","","","","2"
"2021","British Columbia [59]","2016A000259","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53097534","36.58.14","0.00","","","","2"
"2011","Yukon [60]","2016A000260","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44345967","40.58.1","0","","","","0"
"2012","Yukon [60]","2016A000260","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44345967","40.58.1","0","","","","0"
"2013","Yukon [60]","2016A000260","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44345967","40.58.1","0","","","","0"
"2014","Yukon [60]","2016A000260","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44345967","40.58.1","0","","","","0"
"2015","Yukon [60]","2016A000260","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44345967","40.58.1","0","","","","0"
"2016","Yukon [60]","2016A000260","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44345967","40.58.1","0","","","","0"
"2017","Yukon [60]","2016A000260","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44345967","40.58.1","0","","","","0"
"2018","Yukon [60]","2016A000260","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44345967","40.58.1","1","","","","0"
"2019","Yukon [60]","2016A000260","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44345967","40.58.1","2","","","","0"
"2020","Yukon [60]","2016A000260","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44345967","40.58.1","3","","","","0"
"2021","Yukon [60]","2016A000260","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44345967","40.58.1","1","","","","0"
"2011","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44329164","40.58.2","0.00","","","","2"
"2012","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44329164","40.58.2","0.00","","","","2"
"2013","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44329164","40.58.2","0.00","","","","2"
"2014","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44329164","40.58.2","0.00","","","","2"
"2015","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44329164","40.58.2","0.00","","","","2"
"2016","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44329164","40.58.2","0.00","","","","2"
"2017","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44329164","40.58.2","0.00","","","","2"
"2018","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44329164","40.58.2","2.47","","","","2"
"2019","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44329164","40.58.2","4.84","","","","2"
"2020","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44329164","40.58.2","7.11","","","","2"
"2021","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44329164","40.58.2","2.33","","","","2"
"2011","Yukon [60]","2016A000260","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44339309","40.58.3","","..","","","2"
"2012","Yukon [60]","2016A000260","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44339309","40.58.3","","..","","","2"
"2013","Yukon [60]","2016A000260","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44339309","40.58.3","","..","","","2"
"2014","Yukon [60]","2016A000260","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44339309","40.58.3","","..","","","2"
"2015","Yukon [60]","2016A000260","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44339309","40.58.3","","..","","","2"
"2016","Yukon [60]","2016A000260","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44339309","40.58.3","","..","","","2"
"2017","Yukon [60]","2016A000260","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44339309","40.58.3","","..","","","2"
"2018","Yukon [60]","2016A000260","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44339309","40.58.3","","..","","","2"
"2019","Yukon [60]","2016A000260","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44339309","40.58.3","","..","","","2"
"2020","Yukon [60]","2016A000260","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44339309","40.58.3","","..","","","2"
"2021","Yukon [60]","2016A000260","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44339309","40.58.3","","..","","","2"
"2011","Yukon [60]","2016A000260","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000173135","40.58.15","","..","","","0"
"2012","Yukon [60]","2016A000260","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000173135","40.58.15","","..","","","0"
"2013","Yukon [60]","2016A000260","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000173135","40.58.15","","..","","","0"
"2014","Yukon [60]","2016A000260","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000173135","40.58.15","","..","","","0"
"2015","Yukon [60]","2016A000260","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000173135","40.58.15","","..","","","0"
"2016","Yukon [60]","2016A000260","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000173135","40.58.15","","..","","","0"
"2017","Yukon [60]","2016A000260","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000173135","40.58.15","0","","","","0"
"2018","Yukon [60]","2016A000260","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000173135","40.58.15","0","","","","0"
"2019","Yukon [60]","2016A000260","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000173135","40.58.15","3","","","","0"
"2020","Yukon [60]","2016A000260","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000173135","40.58.15","0","","","","0"
"2021","Yukon [60]","2016A000260","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000173135","40.58.15","0","","","","0"
"2011","Yukon [60]","2016A000260","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000173136","40.58.16","","..","","","2"
"2012","Yukon [60]","2016A000260","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000173136","40.58.16","","..","","","2"
"2013","Yukon [60]","2016A000260","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000173136","40.58.16","","..","","","2"
"2014","Yukon [60]","2016A000260","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000173136","40.58.16","","..","","","2"
"2015","Yukon [60]","2016A000260","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000173136","40.58.16","","..","","","2"
"2016","Yukon [60]","2016A000260","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000173136","40.58.16","","..","","","2"
"2017","Yukon [60]","2016A000260","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000173136","40.58.16","","..","","","2"
"2018","Yukon [60]","2016A000260","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000173136","40.58.16","0.00","","","","2"
"2019","Yukon [60]","2016A000260","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000173136","40.58.16","60.00","","","","2"
"2020","Yukon [60]","2016A000260","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000173136","40.58.16","0.00","","","","2"
"2021","Yukon [60]","2016A000260","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000173136","40.58.16","0.00","","","","2"
"2011","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44379888","40.58.4","0","","","","0"
"2012","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44379888","40.58.4","0","","","","0"
"2013","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44379888","40.58.4","0","","","","0"
"2014","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44379888","40.58.4","0","","","","0"
"2015","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44379888","40.58.4","0","","","","0"
"2016","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44379888","40.58.4","0","","","","0"
"2017","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44379888","40.58.4","0","","","","0"
"2018","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44379888","40.58.4","0","","","","0"
"2019","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44379888","40.58.4","1","","","","0"
"2020","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44379888","40.58.4","2","","","","0"
"2021","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44379888","40.58.4","0","","","","0"
"2011","Yukon [60]","2016A000260","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44375500","40.58.5","0","","","","0"
"2012","Yukon [60]","2016A000260","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44375500","40.58.5","0","","","","0"
"2013","Yukon [60]","2016A000260","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44375500","40.58.5","0","","","","0"
"2014","Yukon [60]","2016A000260","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44375500","40.58.5","0","","","","0"
"2015","Yukon [60]","2016A000260","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44375500","40.58.5","0","","","","0"
"2016","Yukon [60]","2016A000260","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44375500","40.58.5","0","","","","0"
"2017","Yukon [60]","2016A000260","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44375500","40.58.5","0","","","","0"
"2018","Yukon [60]","2016A000260","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44375500","40.58.5","0","","","","0"
"2019","Yukon [60]","2016A000260","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44375500","40.58.5","0","","","","0"
"2020","Yukon [60]","2016A000260","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44375500","40.58.5","2","","","","0"
"2021","Yukon [60]","2016A000260","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44375500","40.58.5","0","","","","0"
"2011","Yukon [60]","2016A000260","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44337902","40.58.6","0","","","","0"
"2012","Yukon [60]","2016A000260","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44337902","40.58.6","0","","","","0"
"2013","Yukon [60]","2016A000260","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44337902","40.58.6","0","","","","0"
"2014","Yukon [60]","2016A000260","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44337902","40.58.6","0","","","","0"
"2015","Yukon [60]","2016A000260","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44337902","40.58.6","0","","","","0"
"2016","Yukon [60]","2016A000260","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44337902","40.58.6","0","","","","0"
"2017","Yukon [60]","2016A000260","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44337902","40.58.6","0","","","","0"
"2018","Yukon [60]","2016A000260","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44337902","40.58.6","0","","","","0"
"2019","Yukon [60]","2016A000260","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44337902","40.58.6","1","","","","0"
"2020","Yukon [60]","2016A000260","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44337902","40.58.6","0","","","","0"
"2021","Yukon [60]","2016A000260","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44337902","40.58.6","0","","","","0"
"2011","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44400444","40.58.7","0","","","","0"
"2012","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44400444","40.58.7","0","","","","0"
"2013","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44400444","40.58.7","0","","","","0"
"2014","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44400444","40.58.7","0","","","","0"
"2015","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44400444","40.58.7","0","","","","0"
"2016","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44400444","40.58.7","0","","","","0"
"2017","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44400444","40.58.7","0","","","","0"
"2018","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44400444","40.58.7","0","","","","0"
"2019","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44400444","40.58.7","0","","","","0"
"2020","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44400444","40.58.7","1","","","","0"
"2021","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44400444","40.58.7","0","","","","0"
"2011","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44352833","40.58.8","0.00","","","","2"
"2012","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44352833","40.58.8","0.00","","","","2"
"2013","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44352833","40.58.8","0.00","","","","2"
"2014","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44352833","40.58.8","0.00","","","","2"
"2015","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44352833","40.58.8","0.00","","","","2"
"2016","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44352833","40.58.8","0.00","","","","2"
"2017","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44352833","40.58.8","0.00","","","","2"
"2018","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44352833","40.58.8","0.00","","","","2"
"2019","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44352833","40.58.8","0.00","","","","2"
"2020","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44352833","40.58.8","2.74","","","","2"
"2021","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44352833","40.58.8","0.00","","","","2"
"2011","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44398108","40.58.9","0","","","","0"
"2012","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44398108","40.58.9","0","","","","0"
"2013","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44398108","40.58.9","0","","","","0"
"2014","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44398108","40.58.9","0","","","","0"
"2015","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44398108","40.58.9","0","","","","0"
"2016","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44398108","40.58.9","0","","","","0"
"2017","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44398108","40.58.9","0","","","","0"
"2018","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44398108","40.58.9","0","","","","0"
"2019","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44398108","40.58.9","0","","","","0"
"2020","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44398108","40.58.9","1","","","","0"
"2021","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44398108","40.58.9","0","","","","0"
"2011","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44328145","40.58.10","0.00","","","","2"
"2012","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44328145","40.58.10","0.00","","","","2"
"2013","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44328145","40.58.10","0.00","","","","2"
"2014","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44328145","40.58.10","0.00","","","","2"
"2015","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44328145","40.58.10","0.00","","","","2"
"2016","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44328145","40.58.10","0.00","","","","2"
"2017","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44328145","40.58.10","0.00","","","","2"
"2018","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44328145","40.58.10","0.00","","","","2"
"2019","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44328145","40.58.10","0.00","","","","2"
"2020","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44328145","40.58.10","2.95","","","","2"
"2021","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44328145","40.58.10","0.00","","","","2"
"2011","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44406897","40.58.11","0","","","","0"
"2012","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44406897","40.58.11","0","","","","0"
"2013","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44406897","40.58.11","0","","","","0"
"2014","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44406897","40.58.11","0","","","","0"
"2015","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44406897","40.58.11","0","","","","0"
"2016","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44406897","40.58.11","0","","","","0"
"2017","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44406897","40.58.11","0","","","","0"
"2018","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44406897","40.58.11","0","","","","0"
"2019","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44406897","40.58.11","0","","","","0"
"2020","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44406897","40.58.11","0","","","","0"
"2021","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44406897","40.58.11","0","","","","0"
"2011","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44371793","40.58.12","0.00","","","","2"
"2012","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44371793","40.58.12","0.00","","","","2"
"2013","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44371793","40.58.12","0.00","","","","2"
"2014","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44371793","40.58.12","0.00","","","","2"
"2015","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44371793","40.58.12","0.00","","","","2"
"2016","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44371793","40.58.12","0.00","","","","2"
"2017","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44371793","40.58.12","0.00","","","","2"
"2018","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44371793","40.58.12","0.00","","","","2"
"2019","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44371793","40.58.12","0.00","","","","2"
"2020","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44371793","40.58.12","0.00","","","","2"
"2021","Yukon [60]","2016A000260","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44371793","40.58.12","0.00","","","","2"
"2011","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53101246","40.58.13","0","","","","0"
"2012","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53101246","40.58.13","0","","","","0"
"2013","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53101246","40.58.13","0","","","","0"
"2014","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53101246","40.58.13","0","","","","0"
"2015","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53101246","40.58.13","0","","","","0"
"2016","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53101246","40.58.13","0","","","","0"
"2017","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53101246","40.58.13","0","","","","0"
"2018","Yukon [60]","2016A000260","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53101246","40.58.13","0","","","","0"
