"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44380297","31.58.8","0.00","","","","2"
"2013","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44380297","31.58.8","0.00","","","","2"
"2014","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44380297","31.58.8","0.00","","","","2"
"2015","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44380297","31.58.8","0.00","","","","2"
"2016","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44380297","31.58.8","0.95","","","","2"
"2017","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44380297","31.58.8","0.00","","","","2"
"2018","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44380297","31.58.8","0.00","","","","2"
"2019","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44380297","31.58.8","0.45","","","","2"
"2020","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44380297","31.58.8","0.00","","","","2"
"2021","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44380297","31.58.8","0.00","","","","2"
"2011","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44404142","31.58.9","0","","","","0"
"2012","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44404142","31.58.9","0","","","","0"
"2013","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44404142","31.58.9","0","","","","0"
"2014","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44404142","31.58.9","0","","","","0"
"2015","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44404142","31.58.9","0","","","","0"
"2016","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44404142","31.58.9","2","","","","0"
"2017","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44404142","31.58.9","0","","","","0"
"2018","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44404142","31.58.9","0","","","","0"
"2019","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44404142","31.58.9","1","","","","0"
"2020","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44404142","31.58.9","0","","","","0"
"2021","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44404142","31.58.9","0","","","","0"
"2011","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44326951","31.58.10","0.00","","","","2"
"2012","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44326951","31.58.10","0.00","","","","2"
"2013","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44326951","31.58.10","0.00","","","","2"
"2014","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44326951","31.58.10","0.00","","","","2"
"2015","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44326951","31.58.10","0.00","","","","2"
"2016","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44326951","31.58.10","1.03","","","","2"
"2017","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44326951","31.58.10","0.00","","","","2"
"2018","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44326951","31.58.10","0.00","","","","2"
"2019","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44326951","31.58.10","0.49","","","","2"
"2020","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44326951","31.58.10","0.00","","","","2"
"2021","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44326951","31.58.10","0.00","","","","2"
"2011","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44365889","31.58.11","0","","","","0"
"2012","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44365889","31.58.11","0","","","","0"
"2013","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44365889","31.58.11","0","","","","0"
"2014","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44365889","31.58.11","0","","","","0"
"2015","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44365889","31.58.11","0","","","","0"
"2016","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44365889","31.58.11","0","","","","0"
"2017","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44365889","31.58.11","0","","","","0"
"2018","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44365889","31.58.11","0","","","","0"
"2019","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44365889","31.58.11","0","","","","0"
"2020","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44365889","31.58.11","0","","","","0"
"2021","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44365889","31.58.11","0","","","","0"
"2011","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44416189","31.58.12","0.00","","","","2"
"2012","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44416189","31.58.12","0.00","","","","2"
"2013","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44416189","31.58.12","0.00","","","","2"
"2014","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44416189","31.58.12","0.00","","","","2"
"2015","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44416189","31.58.12","0.00","","","","2"
"2016","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44416189","31.58.12","0.00","","","","2"
"2017","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44416189","31.58.12","0.00","","","","2"
"2018","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44416189","31.58.12","0.00","","","","2"
"2019","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44416189","31.58.12","0.00","","","","2"
"2020","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44416189","31.58.12","0.00","","","","2"
"2021","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44416189","31.58.12","0.00","","","","2"
"2011","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v62088041","31.58.13","0","","","","0"
"2012","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v62088041","31.58.13","0","","","","0"
"2013","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v62088041","31.58.13","0","","","","0"
"2014","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v62088041","31.58.13","0","","","","0"
"2015","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v62088041","31.58.13","0","","","","0"
"2016","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v62088041","31.58.13","0","","","","0"
"2017","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v62088041","31.58.13","0","","","","0"
"2018","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v62088041","31.58.13","0","","","","0"
"2019","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v62088041","31.58.13","0","","","","0"
"2020","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v62088041","31.58.13","0","","","","0"
"2021","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v62088041","31.58.13","0","","","","0"
"2011","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v62088042","31.58.14","0.00","","","","2"
"2012","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v62088042","31.58.14","0.00","","","","2"
"2013","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v62088042","31.58.14","0.00","","","","2"
"2014","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v62088042","31.58.14","0.00","","","","2"
"2015","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v62088042","31.58.14","0.00","","","","2"
"2016","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v62088042","31.58.14","0.00","","","","2"
"2017","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v62088042","31.58.14","0.00","","","","2"
"2018","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v62088042","31.58.14","0.00","","","","2"
"2019","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v62088042","31.58.14","0.00","","","","2"
"2020","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v62088042","31.58.14","0.00","","","","2"
"2021","Regina, Saskatchewan [47705]","2021A003547705","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v62088042","31.58.14","0.00","","","","2"
"2011","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44372837","32.58.1","1","","","","0"
"2012","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44372837","32.58.1","0","","","","0"
"2013","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44372837","32.58.1","0","","","","0"
"2014","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44372837","32.58.1","0","","","","0"
"2015","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44372837","32.58.1","1","","","","0"
"2016","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44372837","32.58.1","0","","","","0"
"2017","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44372837","32.58.1","1","","","","0"
"2018","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44372837","32.58.1","1","","","","0"
"2019","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44372837","32.58.1","20","","","","0"
"2020","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44372837","32.58.1","16","","","","0"
"2021","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44372837","32.58.1","15","","","","0"
"2011","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44335292","32.58.2","0.36","","","","2"
"2012","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44335292","32.58.2","0.00","","","","2"
"2013","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44335292","32.58.2","0.00","","","","2"
"2014","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44335292","32.58.2","0.00","","","","2"
"2015","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44335292","32.58.2","0.33","","","","2"
"2016","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44335292","32.58.2","0.00","","","","2"
"2017","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44335292","32.58.2","0.31","","","","2"
"2018","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44335292","32.58.2","0.30","","","","2"
"2019","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44335292","32.58.2","5.96","","","","2"
"2020","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44335292","32.58.2","4.68","","","","2"
"2021","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44335292","32.58.2","4.35","","","","2"
"2011","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62091181","32.58.3","","..","","","2"
"2012","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62091181","32.58.3","","..","","","2"
"2013","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62091181","32.58.3","","..","","","2"
"2014","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62091181","32.58.3","","..","","","2"
"2015","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62091181","32.58.3","","..","","","2"
"2016","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62091181","32.58.3","","..","","","2"
"2017","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62091181","32.58.3","","..","","","2"
"2018","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62091181","32.58.3","","..","","","2"
"2019","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62091181","32.58.3","","..","","","2"
"2020","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62091181","32.58.3","-21.49","","","","2"
"2021","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62091181","32.58.3","-6.96","","","","2"
"2011","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000168271","32.58.15","","..","","","0"
"2012","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000168271","32.58.15","","..","","","0"
"2013","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000168271","32.58.15","","..","","","0"
"2014","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000168271","32.58.15","","..","","","0"
"2015","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000168271","32.58.15","","..","","","0"
"2016","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000168271","32.58.15","","..","","","0"
"2017","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000168271","32.58.15","0","","","","0"
"2018","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000168271","32.58.15","0","","","","0"
"2019","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000168271","32.58.15","1","","","","0"
"2020","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000168271","32.58.15","4","","","","0"
"2021","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000168271","32.58.15","0","","","","0"
"2011","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000168272","32.58.16","","..","","","2"
"2012","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000168272","32.58.16","","..","","","2"
"2013","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000168272","32.58.16","","..","","","2"
"2014","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000168272","32.58.16","","..","","","2"
"2015","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000168272","32.58.16","","..","","","2"
"2016","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000168272","32.58.16","","..","","","2"
"2017","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000168272","32.58.16","0.00","","","","2"
"2018","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000168272","32.58.16","0.00","","","","2"
"2019","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000168272","32.58.16","4.76","","","","2"
"2020","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000168272","32.58.16","20.00","","","","2"
"2021","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000168272","32.58.16","0.00","","","","2"
"2011","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44405123","32.58.4","1","","","","0"
"2012","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44405123","32.58.4","0","","","","0"
"2013","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44405123","32.58.4","0","","","","0"
"2014","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44405123","32.58.4","0","","","","0"
"2015","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44405123","32.58.4","1","","","","0"
"2016","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44405123","32.58.4","0","","","","0"
"2017","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44405123","32.58.4","1","","","","0"
"2018","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44405123","32.58.4","0","","","","0"
"2019","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44405123","32.58.4","3","","","","0"
"2020","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44405123","32.58.4","2","","","","0"
"2021","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44405123","32.58.4","14","","","","0"
"2011","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44326436","32.58.5","0","","","","0"
"2012","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44326436","32.58.5","0","","","","0"
"2013","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44326436","32.58.5","0","","","","0"
"2014","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44326436","32.58.5","0","","","","0"
"2015","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44326436","32.58.5","1","","","","0"
"2016","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44326436","32.58.5","0","","","","0"
"2017","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44326436","32.58.5","1","","","","0"
"2018","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44326436","32.58.5","0","","","","0"
"2019","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44326436","32.58.5","3","","","","0"
"2020","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44326436","32.58.5","2","","","","0"
"2021","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44326436","32.58.5","13","","","","0"
"2011","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44379742","32.58.6","1","","","","0"
"2012","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44379742","32.58.6","0","","","","0"
"2013","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44379742","32.58.6","0","","","","0"
"2014","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44379742","32.58.6","0","","","","0"
"2015","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44379742","32.58.6","0","","","","0"
"2016","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44379742","32.58.6","0","","","","0"
"2017","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44379742","32.58.6","0","","","","0"
"2018","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44379742","32.58.6","0","","","","0"
"2019","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44379742","32.58.6","0","","","","0"
"2020","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44379742","32.58.6","0","","","","0"
"2021","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44379742","32.58.6","1","","","","0"
"2011","Saskatoon, Saskatchewan [47725]","2021A003547725","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44383279","32.58.7","0","","","","0"
